index_code,date,open,close,low,high,volume,money,change,label
'000001,1993/10/27,787.79,778.38,776.41,789.41,901031,1737292970,-0.6192,783.23
'000001,1993/10/28,779.64,824.66,778.27,829.1,1160734,1610291880,5.9457,778.38
'000001,1993/10/29,834.51,814.82,809.8,834.79,999240,1390732030,-1.1932,824.66
'000001,1993/11/1,801.86,816.71,801.86,823.25,646971,1022378980,0.232,814.82
'000001,1993/11/2,821.85,812.67,810.81,824.49,549003,841057970,-0.4947,816.71
'000001,1993/11/3,812.63,805.71,804.73,814.74,571874,733212970,-0.8564,812.67
'000001,1993/11/4,804.66,804.26,793.32,806.66,504402,700646950,-0.18,805.71
'000001,1993/11/5,804.26,814.39,803.03,816.4,518531,619546990,1.2595,804.26
'000001,1993/11/8,833.26,836.99,819.09,836.99,818185,1065227970,2.7751,814.39
'000001,1993/11/9,840.89,846.15,834.75,846.15,679881,823213980,1.0944,836.99
'000001,1993/11/10,848.45,833.17,828.66,856.77,1169090,2198479840,-1.534,846.15
'000001,1993/11/11,836.55,848.27,836.55,851.44,1114973,2055608910,1.8124,833.17
'000001,1993/11/12,858.2,865.97,858.2,868.91,983109,1456373910,2.0866,848.27
'000001,1993/11/15,875.8,890.46,875.8,893.42,1354358,1650500000,2.828,865.97
'000001,1993/11/16,890.92,880.33,876.61,891.43,1278614,1532187030,-1.1376,890.46
'000001,1993/11/17,881.93,887.65,881.93,894.96,1062975,1191453910,0.8315,880.33
'000001,1993/11/18,895.69,903.07,892.41,903.28,877493,1064897970,1.7372,887.65
'000001,1993/11/19,907.41,924.67,904.6,924.67,1620731,1951330000,2.3918,903.07
'000001,1993/11/22,924.67,949.77,898.49,954.35,1884341,2476502970,2.7145,924.67
'000001,1993/11/23,955.82,957.95,949.82,971.46,2135691,2876176880,0.8613,949.77
'000001,1993/11/24,955.24,953.23,945.43,963.62,1893822,2704579060,-0.4927,957.95
'000001,1993/11/25,959.9,986.69,959.9,992.89,2354818,3356403750,3.5102,953.23
'000001,1993/11/26,986.69,965.39,963.46,1011.76,1918993,2803762810,-2.1587,986.69
'000001,1993/11/29,968.44,972.96,956.34,974.85,1386637,1921928910,0.7841,965.39
'000001,1993/11/30,984.54,984.93,979.08,990.4,1603177,2272509840,1.2303,972.96
'000001,1993/12/1,993.67,974.8,971.49,993.74,1217881,1815472030,-1.0285,984.93
'000001,1993/12/2,974.35,972.8,964.43,980.94,778228,1073545000,-0.2052,974.8
'000001,1993/12/3,975.65,980.67,970.1,982.1,806229,1168037970,0.809,972.8
'000001,1993/12/6,986.12,995.72,979.72,1004.01,2062968,2864756880,1.5347,980.67
'000001,1993/12/7,1006.7,1022.34,1006.7,1022.34,2402835,3843186880,2.6734,995.72
'000001,1993/12/8,1044.85,1009.67,1004.02,1044.85,2223643,3406758750,-1.2393,1022.34
'000001,1993/12/9,1016.78,984.9,969.95,1016.78,1246421,2004909840,-2.4533,1009.67
'000001,1993/12/10,986.02,978.57,957.65,994.48,1284583,1855792970,-0.6427,984.9
'000001,1993/12/13,982.38,950.77,947.83,982.38,986699,1281953980,-2.8409,978.57
'000001,1993/12/14,942.01,925.2,914.95,953.67,920584,1159597030,-2.6894,950.77
'000001,1993/12/15,926.05,940.61,903.82,940.61,988407,1243627970,1.6656,925.2
'000001,1993/12/16,941.43,908.08,908.08,948.36,979969,1389314060,-3.4584,940.61
'000001,1993/12/17,884.47,901.7,884.47,913.33,902744,1145469060,-0.7026,908.08
'000001,1993/12/20,823.77,783.79,750.46,836.04,1319581,1551908910,-13.0764,901.7
'000001,1993/12/21,786.82,840.34,778.93,840.34,1239165,1404919060,7.2149,783.79
'000001,1993/12/22,837.54,821.19,819.68,852.63,2060196,2868365000,-2.2788,840.34
'000001,1993/12/23,820.54,833.77,820.54,839.41,1031247,914545000,1.5319,821.19
'000001,1993/12/24,841.66,834.39,828.81,845.07,918481,969681020,0.0744,833.77
'000001,1993/12/27,841.49,839.9,837.83,843.97,1004940,1168685940,0.6604,834.39
'000001,1993/12/28,851.38,839.57,836.17,854.65,1438026,1933942970,-0.0393,839.9
'000001,1993/12/29,839.56,821.16,820.06,839.56,937012,1155118980,-2.1928,839.57
'000001,1993/12/30,819.14,826.23,816.36,835.21,739747,802905000,0.6174,821.16
'000001,1993/12/31,829.16,833.8,825.46,834.86,697063,687526020,0.9162,826.23
'000001,1994/1/3,837.7,833.9,831.66,840.65,1010056,1048326020,0.012,833.8
'000001,1994/1/4,835.97,832.69,829.89,836.97,652743,692748050,-0.1451,833.9
'000001,1994/1/5,829.3,846.98,823.1,847.05,894121,975052970,1.7161,832.69
'000001,1994/1/6,850.78,869.33,850.78,869.33,1845117,1970031880,2.6388,846.98
'000001,1994/1/7,875.18,879.64,873.01,883.99,1686884,1752262030,1.186,869.33
'000001,1994/1/10,891.99,900.3,889.73,900.3,1875951,1896703910,2.3487,879.64
'000001,1994/1/11,903.54,891.79,884,907.09,1368500,1590900940,-0.9452,900.3
'000001,1994/1/12,891.83,888.04,885.88,900.23,1274299,1306062970,-0.4205,891.79
'000001,1994/1/13,889.02,897.46,888.8,899.14,807921,838601950,1.0608,888.04
'000001,1994/1/14,900.13,849.23,842.62,900.99,2429254,2505557970,-5.3741,897.46
'000001,1994/1/17,861.34,859.28,856.5,868.88,1083501,1061638980,1.1834,849.23
'000001,1994/1/18,859.3,835.06,826.01,859.3,952694,1078340940,-2.8186,859.28
'000001,1994/1/19,835.08,807.5,794.17,835.08,961660,910652030,-3.3004,835.06
'000001,1994/1/20,791,802.61,777.83,804.25,897650,823342030,-0.6056,807.5
'000001,1994/1/21,800.55,812.88,794.97,815.75,831843,708300000,1.2796,802.61
'000001,1994/1/24,830.16,839.2,824.42,839.2,1252907,982573980,3.2379,812.88
'000001,1994/1/25,838.06,815.89,815.23,842.04,1397286,921422970,-2.7776,839.2
'000001,1994/1/26,828.34,812.41,810.32,828.4,854492,658691020,-0.4265,815.89
'000001,1994/1/27,813.54,818.6,813.54,819.79,387437,306904980,0.7619,812.41
'000001,1994/1/28,818.32,799.26,795.07,818.34,968163,889296020,-2.3626,818.6
'000001,1994/1/31,781.54,770.25,760.78,781.74,812960,679262970,-3.6296,799.26
'000001,1994/2/1,770.25,755.15,750.61,770.28,491702,408251020,-1.9604,770.25
'000001,1994/2/2,753.1,772.2,753.1,772.2,582879,462969960,2.2578,755.15
'000001,1994/2/3,775.2,780.17,775.2,792.52,1066853,911052970,1.0321,772.2
'000001,1994/2/4,784.06,797.86,782.34,797.88,1419538,1472177030,2.2675,780.17
'000001,1994/2/14,813.95,779.91,779.09,818.57,1149078,1193151950,-2.2498,797.86
'000001,1994/2/15,775.85,772.76,761.64,777.42,643441,587140980,-0.9168,779.91
'000001,1994/2/16,775.14,776.1,773.13,779.25,538945,429421990,0.4322,772.76
'000001,1994/2/17,773.67,768.57,763.81,774.48,514818,333628980,-0.9702,776.1
'000001,1994/2/18,768.13,769.18,765.89,771.8,430361,360086020,0.0794,768.57
'000001,1994/2/21,769.94,754.41,752.62,769.94,449855,374332970,-1.9202,769.18
'000001,1994/2/22,751.68,768.17,749.74,772.82,647103,646342970,1.8239,754.41
'000001,1994/2/23,768.52,759.71,757.24,769.96,402096,386183010,-1.1013,768.17
'000001,1994/2/24,761.41,758.84,749.63,761.41,1472418,1571170940,-0.1145,759.71
'000001,1994/2/25,767.57,787.42,765.45,787.67,2347516,2715415000,3.7663,758.84
'000001,1994/2/28,785.82,770.98,770.98,795.2,2850034,3629447810,-2.0878,787.42
'000001,1994/3/1,771.52,757.29,756.63,775.68,1227367,1410732970,-1.7757,770.98
'000001,1994/3/2,755.53,742.06,740.63,760.44,1291178,1430258910,-2.0111,757.29
'000001,1994/3/3,739.39,734.45,727.99,745.71,1002258,1073348980,-1.0255,742.06
'000001,1994/3/4,729.14,726.3,724.33,735.97,1135285,1155725940,-1.1097,734.45
'000001,1994/3/7,718.35,718.4,714.05,718.79,307824,295460980,-1.0877,726.3
'000001,1994/3/8,721.65,711.27,705.65,728.76,1712448,1945965940,-0.9925,718.4
'000001,1994/3/9,715.87,716.11,710,722.04,2695066,3339811880,0.6805,711.27
'000001,1994/3/10,717.72,698.89,694.03,741.44,2940279,3942112810,-2.4047,716.11
'000001,1994/3/11,700.32,717.38,694.32,717.95,3169069,4164253750,2.6456,698.89
'000001,1994/3/14,774.77,788.42,751.2,788.42,4827181,5307555630,9.9027,717.38
'000001,1994/3/15,800.76,772.76,766.6,800.94,4687746,4264984060,-1.9863,788.42
'000001,1994/3/16,767.66,793.87,766.65,793.87,3699463,4222514690,2.7318,772.76
'000001,1994/3/17,805.41,776.04,772.09,807.52,3455372,3472025000,-2.246,793.87
'000001,1994/3/18,777.05,765.22,753.06,781.18,2566185,2802097810,-1.3943,776.04
'000001,1994/3/21,755.86,731.62,731.05,757.55,1679037,1783117030,-4.3909,765.22
'000001,1994/3/22,726.16,739.31,724.38,739.32,1309988,1324606880,1.0511,731.62
'000001,1994/3/23,739.38,725.21,723.89,740.38,1986507,1787241880,-1.9072,739.31
'000001,1994/3/24,725.2,724.3,719.82,735.49,2825216,3615560940,-0.1255,725.21
'000001,1994/3/25,732.61,719.05,714.59,737.16,2314904,2703843130,-0.7248,724.3
'000001,1994/3/28,702.42,702.23,696.52,709.19,1986218,1926715000,-2.3392,719.05
'000001,1994/3/29,706.37,706.91,700.52,711.48,2201980,2221872030,0.6664,702.23
'000001,1994/3/30,710.35,706.34,703.99,714.1,2023568,1817848910,-0.0806,706.91
'000001,1994/3/31,709.91,704.46,701.46,713.6,2496753,2069537030,-0.2662,706.34
'000001,1994/4/1,704.93,698.84,691.86,705.41,1654987,1424887970,-0.7978,704.46
'000001,1994/4/4,698.19,694.38,692.51,700.21,2181421,2321317030,-0.6382,698.84
'000001,1994/4/5,695.2,682.75,681.02,698.59,1503539,1452960000,-1.6749,694.38
'000001,1994/4/6,682.23,679.74,675.57,683.48,1097687,1015694920,-0.4409,682.75
'000001,1994/4/7,678.11,677.31,674.72,684.55,1188220,1044025000,-0.3575,679.74
'000001,1994/4/8,678.13,678.85,675.25,680.57,914266,818887970,0.2274,677.31
'000001,1994/4/11,668.85,659.05,657.1,670.27,1173086,1018790000,-2.9167,678.85
'000001,1994/4/12,655.34,665.61,652.56,665.81,1078185,833452970,0.9954,659.05
'000001,1994/4/13,673.6,656.79,654.94,674.5,1548426,1127906950,-1.3251,665.61
'000001,1994/4/14,651.82,636.08,634.58,654.57,1630720,1035092970,-3.1532,656.79
'000001,1994/4/15,630.57,626.79,592.31,630.83,2369345,1465576880,-1.4605,636.08
'000001,1994/4/18,619.51,604.15,597.73,619.53,1587921,1252746950,-3.6121,626.79
'000001,1994/4/19,597.78,572.73,571.44,600.66,1710162,1325932970,-5.2007,604.15
'000001,1994/4/20,560.79,540.24,536.87,563.24,1814450,1333554840,-5.6728,572.73
'000001,1994/4/21,536.34,582.43,536.34,588,2191990,1688465000,7.8095,540.24
'000001,1994/4/22,586.83,566.07,563.79,599.01,3213060,2682669060,-2.8089,582.43
'000001,1994/4/25,566.63,560.8,555.76,572.39,1931556,1510770000,-0.931,566.07
'000001,1994/4/26,565.47,579.72,565.47,579.91,1423889,1199421020,3.3738,560.8
'000001,1994/4/27,590.99,598.5,583.29,598.58,2916956,2605338750,3.2395,579.72
'000001,1994/4/28,605.98,599.63,593.81,616.09,3579686,2876528130,0.1888,598.5
'000001,1994/4/29,598.35,592.56,585.77,610.95,2604835,1740136880,-1.1791,599.63
'000001,1994/5/3,593.94,605.77,588.95,605.77,1400761,947685000,2.2293,592.56
'000001,1994/5/4,615.81,619.58,610.38,620.94,2380003,1909350940,2.2797,605.77
'000001,1994/5/5,608.36,590.87,585.23,609.85,1907679,1524800000,-4.6338,619.58
'000001,1994/5/6,589.23,585.8,575.25,592.75,1776204,1485782030,-0.8581,590.87
'000001,1994/5/9,587.94,581.7,576.94,588.38,1749043,1091294920,-0.6999,585.8
'000001,1994/5/10,584.77,595.38,584.54,595.42,1716041,1264362970,2.3517,581.7
'000001,1994/5/11,603.27,591.18,589.64,606.73,2548720,2033319060,-0.7054,595.38
'000001,1994/5/12,586.15,582.16,580.39,593.7,1844336,1389959060,-1.5258,591.18
'000001,1994/5/13,582.51,590.39,575.28,590.4,1466810,1058991950,1.4137,582.16
'000001,1994/5/16,597.12,592.57,588.48,597.12,2653975,1430441880,0.3692,590.39
'000001,1994/5/17,592.29,592.02,589.53,594.98,1637435,946818980,-0.0928,592.57
'000001,1994/5/18,590.32,583.32,581.73,591.61,1945166,828636950,-1.4695,592.02
'000001,1994/5/19,578.8,590.54,576.85,590.63,1231949,689525000,1.2377,583.32
'000001,1994/5/20,592.38,594.22,588.37,597.72,2057304,1465319060,0.6232,590.54
'000001,1994/5/23,594.52,587.65,586.39,597.15,1585670,957902970,-1.1057,594.22
'000001,1994/5/24,586.5,590.46,586.5,590.52,1047124,657768980,0.4782,587.65
'000001,1994/5/25,591.23,586.76,585.15,592.85,1076634,727299920,-0.6266,590.46
'000001,1994/5/26,586.09,577.46,575.93,587.16,1099491,676742970,-1.585,586.76
'000001,1994/5/27,572.97,573.36,566.37,574.78,1299107,803386950,-0.71,577.46
'000001,1994/5/30,565.63,544.26,543.19,565.87,6412940,760582970,-5.0753,573.36
'000001,1994/5/31,538.45,556.26,537.78,556.28,3108228,544546990,2.2048,544.26
'000001,1994/6/1,554.08,545.05,543.88,556.9,2250024,595498980,-2.0152,556.26
'000001,1994/6/2,543.3,546.58,543.1,548.12,1835763,450403010,0.2807,545.05
'000001,1994/6/3,547.21,548.75,547.15,555.39,1757666,591781990,0.397,546.58
'000001,1994/6/6,549.03,542.97,540.99,549.66,1169550,376263010,-1.0533,548.75
'000001,1994/6/7,541.16,529.76,527.93,541.25,586253,389663010,-2.4329,542.97
'000001,1994/6/8,526.4,533.56,522.85,535.52,805043,539956990,0.7173,529.76
'000001,1994/6/9,534.24,523,521.02,536.89,931669,725094920,-1.9792,533.56
'000001,1994/6/10,519.84,514.54,512.03,521.84,784703,531075000,-1.6176,523
'000001,1994/6/13,505.54,492.03,491.61,505.68,707644,410018980,-4.3748,514.54
'000001,1994/6/14,492.45,490.75,487.26,497.8,751739,429328980,-0.2601,492.03
'000001,1994/6/15,492.84,496.11,491.18,498.71,829897,414025000,1.0922,490.75
'000001,1994/6/16,498.11,506.36,494.94,506.4,797724,435821990,2.0661,496.11
'000001,1994/6/17,509.09,527.85,504.13,528.45,1842022,1023187970,4.244,506.36
'000001,1994/6/20,523.37,502.43,500.46,531.11,1858213,1115201020,-4.8158,527.85
'000001,1994/6/21,498.56,498.07,494.81,501.24,636656,372146990,-0.8678,502.43
'000001,1994/6/22,499.14,505.18,499.14,509.19,556087,324051000,1.4275,498.07
'000001,1994/6/23,507.03,500.39,498.57,507.92,624638,391212970,-0.9482,505.18
'000001,1994/6/24,499.91,492.33,490.68,500.5,599505,354685000,-1.6107,500.39
'000001,1994/6/27,483.45,472.1,471.03,483.9,661367,380743010,-4.109,492.33
'000001,1994/6/28,470.54,469.95,468.77,472.95,387833,207516000,-0.4554,472.1
'000001,1994/6/29,472.48,468.2,466.97,475.38,343038,192561990,-0.3724,469.95
'000001,1994/6/30,466.35,469.29,458.74,471.18,475173,268926990,0.2328,468.2
'000001,1994/7/1,469.27,458.37,457.51,469.43,528995,309436000,-2.3269,469.29
'000001,1994/7/4,446.23,438.58,438.12,446.86,519699,277931990,-4.3175,458.37
'000001,1994/7/5,437.64,443.61,436.22,443.86,438989,237066000,1.1469,438.58
'000001,1994/7/6,444.59,431.71,430.77,445.05,562537,275081970,-2.6825,443.61
'000001,1994/7/7,428.3,425.98,423.03,430.58,441382,239544980,-1.3273,431.71
'000001,1994/7/8,426.25,437.75,425.9,438.06,596502,325375000,2.763,425.98
'000001,1994/7/11,436.54,428.15,427.08,436.54,660753,406678980,-2.193,437.75
'000001,1994/7/12,427.62,429.21,427.23,431.15,322477,159813990,0.2476,428.15
'000001,1994/7/13,430.55,437.62,430.4,437.66,461652,251675000,1.9594,429.21
'000001,1994/7/14,437.53,431.8,430.57,440.59,790636,498111990,-1.3299,437.62
'000001,1994/7/15,431.01,413.93,413,431.05,696118,369615000,-4.1385,431.8
'000001,1994/7/18,405.61,398.96,397.47,406.64,450040,209752990,-3.6166,413.93
'000001,1994/7/19,398.9,400.48,393.06,403.49,388639,180247990,0.381,398.96
'000001,1994/7/20,401.98,393.87,393.14,402.59,334605,167543010,-1.6505,400.48
'000001,1994/7/21,390.94,380.9,380.72,390.99,519747,240972990,-3.293,393.87
'000001,1994/7/22,378.19,363.73,362.29,378.23,782751,358380980,-4.5077,380.9
'000001,1994/7/25,357.4,375.39,354.5,375.39,940691,426454020,3.2057,363.73
'000001,1994/7/26,376.76,388.75,372.11,388.8,1693893,798567970,3.559,375.39
'000001,1994/7/27,387.81,371.1,369.04,392.17,1834646,855891950,-4.5402,388.75
'000001,1994/7/28,366.55,339.81,339.04,367.72,1280774,567004960,-8.4317,371.1
'000001,1994/7/29,335.45,333.92,325.89,338.96,1183388,482766990,-1.7333,339.81
'000001,1994/8/1,394.87,445.64,377.97,448.91,6203991,3047690000,33.4571,333.92
'000001,1994/8/2,451.18,432.61,431.58,494.81,9188949,5343156880,-2.9239,445.64
'000001,1994/8/3,438.52,522.98,434.11,523.03,8344837,4575471880,20.8895,432.61
'000001,1994/8/4,558.69,562.77,522.98,592.98,17575994,10538591250,7.6083,522.98
'000001,1994/8/5,579.47,683.04,579.47,683.04,17730586,10436576250,21.3711,562.77
'000001,1994/8/8,720.48,711.8,671.67,754.67,15876782,11441736250,4.2106,683.04
'000001,1994/8/9,715.54,621.58,608.68,715.54,9620500,6787230000,-12.6749,711.8
'000001,1994/8/10,619.34,739.66,597.26,739.66,14283869,9542153130,18.9968,621.58
'000001,1994/8/11,765.32,689.31,684.53,768.08,16929738,12471932500,-6.8072,739.66
'000001,1994/8/12,676.07,689.66,675.28,731.02,7254857,4955083750,0.0508,689.31
'000001,1994/8/15,671.1,665.88,654.22,691.22,4551259,3066074690,-3.4481,689.66
'000001,1994/8/16,670,693.01,668,713.9,7200028,4472109060,4.0743,665.88
'000001,1994/8/17,703.88,725.04,693.02,725.04,5418758,4597870000,4.6219,693.01
'000001,1994/8/18,734.84,748.56,726.09,772.32,13240724,11000313750,3.244,725.04
'000001,1994/8/19,750.67,713.85,707.02,760.27,8427972,6584195000,-4.6369,748.56
'000001,1994/8/22,680.07,681.8,668.72,697.55,4689260,3362148130,-4.4897,713.85
'000001,1994/8/23,694.71,714.61,673.67,714.62,4099113,3033231880,4.8123,681.8
'000001,1994/8/24,718.61,705.71,704.67,727.41,5104219,4752954690,-1.2454,714.61
'000001,1994/8/25,704.47,722.23,704.47,724.15,4022221,3393620940,2.3409,705.71
'000001,1994/8/26,728.26,707.41,707.41,728.76,4949756,4132016880,-2.052,722.23
'000001,1994/8/29,716.87,710.68,706.52,717.95,3753917,3713521880,0.4622,707.41
'000001,1994/8/30,715.45,756.2,715.45,763.07,8119895,7812270000,6.4051,710.68
'000001,1994/8/31,771.33,785.33,761.93,787.22,10734819,9438548750,3.8522,756.2
'000001,1994/9/1,785.61,790.19,785.56,813.42,8635737,7930485630,0.6188,785.33
'000001,1994/9/2,796.69,830.18,796.69,830.2,6685557,6524259380,5.0608,790.19
'000001,1994/9/5,871.16,940.61,868.15,940.76,18384264,15492987500,13.3019,830.18
'000001,1994/9/6,973.28,1004.92,936.81,1008.01,14313953,15753657500,6.8371,940.61
'000001,1994/9/7,977.3,931.57,919.84,1016.38,11867308,12793026250,-7.2991,1004.92
'000001,1994/9/8,967.9,972.84,937.26,998.55,7921545,9731151880,4.4302,931.57
'000001,1994/9/9,982.43,962.52,950.81,997.67,8833818,9500711880,-1.0608,972.84
'000001,1994/9/12,996.68,1019.97,981.81,1023.3,8087496,9068938130,5.9687,962.52
'000001,1994/9/13,1036.84,1033.47,1025.1,1052.94,10204500,11399001250,1.3236,1019.97
'000001,1994/9/14,1040.95,974.86,970.69,1041.43,8062620,7838526880,-5.6712,1033.47
'000001,1994/9/15,985.33,972.54,930.62,991.12,4641504,5005258130,-0.238,974.86
'000001,1994/9/16,983.79,978.99,953.99,992.39,5237974,5217019690,0.6632,972.54
'000001,1994/9/19,944.25,927.62,925.83,970.06,4141982,3787980940,-5.2472,978.99
'000001,1994/9/20,922.8,914.39,897.38,933.28,3326539,3182942810,-1.4262,927.62
'000001,1994/9/21,928.75,969.03,928.75,969.03,3536784,3700776880,5.9756,914.39
'000001,1994/9/22,974.21,918.44,913.94,974.25,4560400,4723348750,-5.2207,969.03
'000001,1994/9/23,908.75,867.65,865.93,912.95,4166424,4052412810,-5.53,918.44
'000001,1994/9/26,856.17,880.6,844.32,884.27,2765866,2746748750,1.4925,867.65
'000001,1994/9/27,880.69,870.15,865.24,886.96,2366061,2479185780,-1.1867,880.6
'000001,1994/9/28,881.14,912.38,881.14,913.29,3719895,None,4.85,870.15
'000001,1994/9/29,921.81,839.37,823.05,922.29,3624128,3758015000,-8.0021,912.38
'000001,1994/9/30,811.83,791.15,789.64,835.5,3668769,3295479060,-5.7448,839.37
'000001,1994/10/5,770.9,706.42,681.87,775.85,3261098,2810025940,-10.7097,791.15
'000001,1994/10/6,731.65,660.5,659.89,736.29,2837029,2302782970,-6.5004,706.42
'000001,1994/10/7,638.32,738.03,546.79,759.8,6343069,5041046880,11.7381,660.5
'000001,1994/10/10,678.02,698.93,665.74,727.47,5216786,4840295940,-5.2979,738.03
'000001,1994/10/11,712.03,705.07,700.02,721.66,2284055,1901255940,0.8785,698.93
'000001,1994/10/12,712.39,711.01,706.56,725.67,2136533,1775087970,0.8425,705.07
'000001,1994/10/13,706.76,635.38,634.67,706.76,3638977,2596957810,-10.637,711.01
'000001,1994/10/14,608.07,663.75,593.05,666.92,3270027,2721504060,4.465,635.38
'000001,1994/10/17,617.9,616.34,615.5,633.16,1350710,1028188980,-7.1427,663.75
'000001,1994/10/18,625.49,624.52,619.11,630.16,898639,675017030,1.3272,616.34
'000001,1994/10/19,631.34,652.89,631.24,654.06,1934321,1455493910,4.5427,624.52
'000001,1994/10/20,663.31,718.99,663.31,718.99,4762116,4089370000,None,652.89
'000001,1994/10/21,730.97,712.71,706.41,746.9,6549282,6523713130,-0.8734,718.99
'000001,1994/10/24,741.05,785.85,734.93,785.95,6031524,5604240000,10.2622,712.71
'000001,1994/10/25,794.57,744.52,744.52,794.85,5659518,5355786250,-5.2593,785.85
'000001,1994/10/26,725.94,686.31,683.4,730.8,3347931,2913320940,-7.8185,744.52
'000001,1994/10/27,682.02,703.62,678.18,703.62,1905228,1429673910,2.5222,686.31
'000001,1994/10/28,695.66,677.45,675.65,702.92,2598664,1766982030,-3.7193,703.62
'000001,1994/10/31,648.24,654.98,642.86,665.1,1551624,1051577030,-3.3168,677.45
'000001,1994/11/1,667.66,673.79,657.27,675.66,1199615,902302030,2.8718,654.98
'000001,1994/11/2,667.05,667.86,663.77,672.12,1008649,636828980,-0.8801,673.79
'000001,1994/11/3,675.32,717.36,675.04,722.6,3411274,2974120940,7.4117,667.86
'000001,1994/11/4,717.61,666.77,664.69,717.65,2777741,2250337970,-7.0522,717.36
'000001,1994/11/7,649.14,674.67,648.68,678.45,1213088,964966950,1.1848,666.77
'000001,1994/11/8,707.27,709.69,697.82,735.83,4271396,4398732810,5.1907,674.67
'000001,1994/11/9,691.98,723.91,691.98,724.72,2510967,2676883750,2.0037,709.69
'000001,1994/11/10,738,711.68,710.01,743.22,2914388,3032841880,-1.6894,723.91
'000001,1994/11/11,725.88,731.16,708,731.16,1982480,1773733910,2.7372,711.68
'000001,1994/11/14,731.63,733.39,725.53,739.56,2434357,2195111880,0.305,731.16
'000001,1994/11/15,717.3,705.43,704.89,724.39,1813599,1699880940,-3.8124,733.39
'000001,1994/11/16,704.94,706.63,694.26,712.38,1135136,1129398980,0.1701,705.43
'000001,1994/11/17,707.16,697.17,696.88,709.89,912134,932017970,-1.3387,706.63
'000001,1994/11/18,690.66,698.81,685.62,698.82,706662,603358010,0.2352,697.17
'000001,1994/11/21,695.75,699.1,693.94,703.59,345825,286604980,0.0415,698.81
'000001,1994/11/22,702.04,692.39,690.05,705.25,724103,618243010,-0.9598,699.1
'000001,1994/11/23,690.98,679.61,676.5,691.61,690297,451855980,-1.8458,692.39
'000001,1994/11/24,676.16,678.02,674.65,684.02,583816,453761950,-0.234,679.61
'000001,1994/11/25,697.09,685.33,684,701.31,662797,603283950,1.0781,678.02
'000001,1994/11/28,683.83,681.49,677.96,683.94,307181,230317990,-0.5603,685.33
'000001,1994/11/29,671.7,687.56,670.61,687.56,393979,315889980,0.8907,681.49
'000001,1994/11/30,687.04,683.59,682.8,689.96,387252,350990000,-0.5774,687.56
'000001,1994/12/1,684.02,682.3,680,684.72,268981,208464000,-0.1887,683.59
'000001,1994/12/2,684.18,677.91,677.6,685.47,338072,248127990,-0.6434,682.3
'000001,1994/12/5,674.54,663.13,662.72,675.42,392172,269606990,-2.1802,677.91
'000001,1994/12/6,658.94,653.98,648.72,658.94,410698,309950000,-1.3798,663.13
'000001,1994/12/7,655.14,652.85,651.37,658.57,252900,182390000,-0.1728,653.98
'000001,1994/12/8,653.83,643.86,643.27,654.65,276270,189492990,-1.377,652.85
'000001,1994/12/9,639.75,640.67,635.78,647.84,401992,276424980,-0.4954,643.86
'000001,1994/12/12,636.35,620.47,620.47,636.35,344027,229147990,-3.1529,640.67
'000001,1994/12/13,632.69,636.68,621.78,640.13,439381,333335000,2.6125,620.47
'000001,1994/12/14,633.06,625.21,624.36,633.06,306808,218004000,-1.8015,636.68
'000001,1994/12/15,626.44,666.68,626.42,671.01,1023539,824425940,6.633,625.21
'000001,1994/12/16,661.38,680.23,657.86,693.76,2095186,1900107970,2.0325,666.68
'000001,1994/12/19,684.62,653.37,653.31,685.47,977391,872191950,-3.9487,680.23
'000001,1994/12/20,660.26,667.94,654.88,674.8,1186345,1272535000,2.23,653.37
'000001,1994/12/21,665.79,672.47,665.51,691.81,2568225,2625555940,0.6782,667.94
'000001,1994/12/22,670.17,673.48,658.12,676.13,1591470,1725469840,0.1502,672.47
'000001,1994/12/23,675.94,677.84,675.91,695.22,3023717,3277066880,0.6474,673.48
'000001,1994/12/26,684.81,675.88,674.9,689.13,1610154,1507992030,-0.2892,677.84
'000001,1994/12/27,679.18,660.88,659.34,681.3,1638034,1469118910,-2.2193,675.88
'000001,1994/12/28,660.72,649.59,648.23,662.95,982848,811876950,-1.7083,660.88
'000001,1994/12/29,651.33,645.06,642.26,658.29,828122,781287970,-0.6974,649.59
'000001,1994/12/30,648.04,647.87,643.06,651.35,677709,643372970,0.4356,645.06
'000001,1995/1/3,637.72,639.88,630.53,647.71,234518,180692990,-1.2333,647.87
'000001,1995/1/4,641.9,653.81,638.86,655.51,422220,306923010,2.177,639.88
'000001,1995/1/5,656.2,646.89,645.81,657.45,430123,301532990,-1.0584,653.81
'000001,1995/1/6,642.75,640.76,636.33,643.89,487482,353758010,-0.9476,646.89
'000001,1995/1/9,637.52,625.97,625.04,637.55,509851,398518980,-2.3082,640.76
'000001,1995/1/10,616.16,610.3,607.06,617.6,606925,450540980,-2.5033,625.97
'000001,1995/1/11,610.3,613.13,606.92,615.21,362682,245044980,0.4637,610.3
'000001,1995/1/12,612.79,602.12,601.17,615.47,338195,242435000,-1.7957,613.13
'000001,1995/1/13,597.32,597.84,583.81,601.07,421523,292230000,-0.7108,602.12
'000001,1995/1/16,591.06,588.81,584.88,591.32,373651,263008980,-1.5104,597.84
'000001,1995/1/17,591.81,587.94,586.6,595.02,350001,203456000,-0.1478,588.81
'000001,1995/1/18,588.53,593.64,586.99,593.65,315663,177037990,0.9695,587.94
